Genus
Antidaphne
Antonia
Apalanthe
Aparisthmium
Apeiba
Aphanactis
Aphanes
Aphelandra
Aphyllocladus
Apinagia
Apodanthera
Apodanthes
Appunia
Aptandra
Apteria
Apuleia
Apurimacia
Arachis
Arachniodes
Arachnitis
Araeococcus
Aralia
Araujia
Arcytophyllum
Ardisia
Arenaria
Argyrochosma
Argythamnia
Aristida
Aristolochia
Arjona
Arquita
Arracacia
Arthropogon
Arthrostemma
Arthrostylidium
Arundinella
Aschersoniodoxa
Asclepias
Ascogrammitis
Asemeia
Aspasia
Aspicarpa
Aspidogyne
Aspidosperma
Aspilia
Asplenium
Asplundia
Asterostigma
Astraea
Astragalus
Astrocaryum
Astrocasia
Astrolepis
Astronium
Atamisquea
Ateleia
Athyana
Athyrium
Atriplex
Attalea
Aulonemia
Aureliana
Austroblechnum
Austrobrickellia
Austrochthamalia
Austrocylindropuntia
Austroeupatorium
Austrolycopodium
Averrhoidium
Axinaea
Axonopus
Ayapana
Ayapanopsis
Ayenia
Azara
Azolla
Azorella
Baccharis
Bacopa
Bactris
Baillonia
Balbisia
Balizia
Baltimora
Banara
Banisteriopsis
Barbaceniopsis
Barbieria
Barbosella
Barjonia
Barnadesia
Barrosoa
Basistemon
Baskervilla
Bastardia
Batemannia
Bathysa
Batocarpus
Bauhinia
Begonia
Beilschmiedia
Bejaranoa
Bejaria
Bellucia
Beloglottis
Berberis
Bernardia
Berroa
Bertholletia
Bertiera
Besleria
Bia
Bidens
Bifrenaria
Bignonia
Billbergia
Biophytum
Bishovia
Bixa
Blainvillea
Blakea
Blechnum
Blechum
Blepharocalyx
Blepharodon
Bletia
Blossfeldia
Blotiella
Bocageopsis
Bocconia
Bocoa
Boehmeria
Boelckea
Boerhavia
Bolbitis
Bomarea
Bonamia
Bonyunia
Borismene
Borreria
Bothriochloa
Botrychium
Bouchea
Bougainvillea
Bougueria
Bouteloua
Bowdichia
Bowlesia
Brachionidium
Brachyotum
Brachypodium
Brachystele
Brasiliopuntia
Brassavola
Brassia
Brayopsis
Bredemeyera
Brickellia
Briquetia
Bromelia
Bromus
Brongniartia
Bronwenia
Brosimum
Browallia
Browningia
Brugmansia
Brunellia
Brunfelsia
Buchnera
Buchtienia
Buddleja
Bulbophyllum
Bulbostylis
Bulnesia
Bunchosia
Burmannia
Byrsonima
Byttneria
Caamembeca
Cabomba
Cabralea
Caesalpinia
Caiophora
Caladium
Calamagrostis
Calandrinia
Calathea
Calatola
Calceolaria
Calea
Callaeum
Calliandra
Callianthe
Callicarpa
Callichlamys
Callipteris
Callisia
Callisthene
Callitriche
Calophyllum
Calopogonium
Caltha
Caluera
Calycera
Calycobolus
Calycolpus
Calycophyllum
Calycophysum
Calydorea
Calyptranthes
Calyptrocarya
Camonea
Campomanesia
Campovassouria
Campsiandra
Camptosema
Campuloclinium
Campylocentrum
Campyloneurum
Canavalia
Canna
Cantinoa
Cantua
Capanemia
Caperonia
Capirona
Capparicordis
Capparidastrum
Capraria
Capsicum
Caraipa
Carapichea
Cardamine
Cardenasiodendron
Cardionema
Cardiopetalum
Cardiospermum
Carex
Cariniana
Carludovica
Carolus
Carpotroche
Caryocar
Caryodaphnopsis
Caryodendron
Caryomene
Cascaronia
Casearia
Casimirella
Casselia
Cassia
Cassipourea
Cassytha
Castela
Castilla
Castilleja
Catabrosa
Catasetum
Cathedra
Catopsis
Cattleya
Cavanillesia
Cavendishia
Cayaponia
Cecropia
Cedrela
Cedrelinga
Ceiba
Celastrus
Celtis
Cenchrus
Centella
Centratherum
Centrolobium
Centropogon
Centrosema
Cephalostemon
Ceradenia
Cerastium
Ceratophyllum
Ceratopteris
Ceratosanthes
Cercidium
Cereus
Ceroxylon
Cervantesia
Cespedesia
Cestrum
Chaetacalia
Chaetanthera
Chaetocalyx
Chaetocarpus
Chaetogastra
Chamaecereus
Chamaecostus
Chamaecrista
Chamaedorea
Chamissoa
Chaptalia
Chascolytrum
Chaubardia
Chaunochiton
Cheilanthes
Cheiloclinium
Cheiroglossa
Chelonanthus
Chelyocarpus
Chenopodium
Chersodoma
Chevreulia
Chiliotrichiopsis
Chimarrhis
Chiococca
Chionanthus
Chiropetalum
Chlidanthus
Chloraea
Chloris
Chloroleucon
Chomelia
Chondrodendron
Chresta
Christianella
Chromolaena
Chrysanthellum
Chryselium
Chrysochlamys
Chrysolaena
Chrysophyllum
Chuquiraga
Chusquea
Chysis
Cicendia
Cienfuegosia
Cinchona
Cinna
Cipura
Cischweinfia
Cissampelos
Cissus
Citharexylum
Citronella
Cladium
Clarisia
Clavija
Cleidion
Cleistes
Cleistocactus
Clematis
Cleome
Cleoserrata
Clethra
Clibadium
Clinanthus
Clinopodium
Cliococca
Clitoria
Clusia
Cnicothamnus
Cnidoscolus
Cobaea
Coccineorchis
Coccocypselum
Coccoloba
Cochlidium
Cochlospermum
Codonanthopsis
Cojoba
Coleataenia
Colignonia
Collaea
Colletia
Colobanthus
Cologania
Colubrina
Columellia
Columnea
Combretum
Commelina
Commicarpus
Commiphora
Comparettia
Compsoneura
Conceveiba
Conchocarpus
Condalia
Condaminea
Condea
Condylidium
Condylocarpon
Condylostylis
Connarus
Conobea
Convolvulus
Conyza
Copaifera
Copernicia
Copiapoa
Coprosma
Corchorus
Cordia
Cordiera
Cordyline
Coreopsis
Cornus
Cornutia
Corrigiola
Corryocactus
Cortaderia
Coryanthes
Corymborkis
Corynaea
Corynostylis
Corytoplectus
Cosmibuena
Cosmos
Costus
Cottea
Cotula
Couepia
Couma
Couratari
Couroupita
Coursetia
Coussapoa
Coussarea
Coutarea
Coutoubea
Cranfillia
Cranichis
Craniolaria
Crassula
Crateva
Cratylia
Cremastosperma
Cremnocereus
Cremolobus
Crepidomanes
Crepis
Cressa
Crinodendron
Cristobalia
Critonia
Critoniopsis
Crossoglossa
Crotalaria
Croton
Crudia
Crumenaria
Cryptantha
Cryptarrhena
Cryptocarpus
Cryptochloa
Ctenanthe
Ctenitis
Ctenium
Ctenodon
Cuatrecasasiella
Cuatresia
Cucurbita
Cucurbitella
Culcita
Culcitium
Cumulopuntia
Cupania
Cuphea
Curarea
Curatella
Curculigo
Curtia
Cuscuta
Cuspidaria
Cyanocephalus
Cyathea
Cybianthus
Cybistax
Cyclanthera
Cyclanthus
Cyclodium
Cyclolobium
Cyclopeltis
Cyclopogon
Cyclospermum
Cycnoches
Cymbopetalum
Cymbosema
Cynanchum
Cynometra
Cynophalla
Cypella
Cyperus
Cyphonanthus
Cyrtochilum
Cyrtocymura
Cyrtopodium
Cystopteris
Dacryodes
Dactylaena
Dahlstedtia
Dalbergia
Dalea
Dalechampia
Danaea
Danthonia
Daphnopsis
Darcyanthus
Dasycondylus
Dasyphyllum
Daucus
Davilla
Declieuxia
Deguelia
Deianira
Deinacanthon
Delilia
Demosthenesia
Dendrobangia
Dendropanax
Dendrophorbium
Dendrophthora
Dennstaedtia
Deprea
Descurainia
Desfontainia
Desmanthus
Desmodium
Desmoncus
Desmoscelis
Deuterocohnia
Deyeuxia
Dialium
Dialypetalanthus
Diastatea
Diastema
Diatenopteryx
Dicella
Dichaea
Dichanthelium
Dichapetalum
Dichondra
Dichorisandra
Dicksonia
Diclidanthera
Dicliptera
Dicranoglossum
Dicranopteris
Dicranostyles
Dictyocaryum
Dictyoloma
Dictyostega
Didymochlaena
Didymoglossum
Didymopanax
Dieffenbachia
Dielsiochloa
Digitaria
Dilkea
Dilodendron
Dimerocostus
Dimerostemma
Dimorphandra
Dinoseris
Dioclea
Diodia
Diodonopsis
Diogenesia
Dioicodendron
Diolena
Dioscorea
Diospyros
Diphasiastrum
Diphasium
Diplacrum
Diplasia
Diplazium
Diplokeleba
Diploon
Diplopterygium
Diplopterys
Diplostephium
Diplotropis
Diplusodon
Dipteryx
Diptychandra
Dirhamphis
Disakisperma
Disciphania
Discocactus
Discocarpus
Discolobium
Discophora
Disterigma
Distichia
Distichlis
Distimake
Ditassa
Ditaxis
Dodecastigma
Dodonaea
Dolichandra
Dolichopsis
Doliocarpus
Dorstenia
Doryopteris
Draba
Dracoglossum
Draconanthes
Dracontium
Drosera
Dryadella
Drymaria
Drymonia
Dryopteris
Drypetes
Duguetia
Dulacia
Dunalia
Duranta
Duroia
Dussia
Dyckia
Dyschoriste
Dysopsis
Dysphania
Ecclinusa
Eccremis
Echeandia
Echeveria
Echinochloa
Echinodorus
Echinolaena
Echinopepon
Echinopsis
Echinosepala
Eclipta
Egeria
Egletes
Eichhornia
Eirmocephala
Elachyptera
Elaeagia
Elaeoluma
Elaphandra
Elaphoglossum
Elatine
Eleocharis
Elephantopus
Eleusine
Eleutheranthera
Eleutherine
Elionurus
Elleanthus
Elodea
Eltroplectris
Elvasia
Elymus
Elytraria
Emmeorhiza
Emmotum
Encelia
Encyclia
Endlicheria
Endopleura
Englerocharis
Ennealophus
Enneapogon
Entada
Enterolobium
Enterosora
Enydra
Ephedra
Ephedranthus
Epidendrum
Epilobium
Epiphyllum
Epistephium
Equisetum
Eragrostis
Erato
Erechtites
Eremanthus
Eremocaulon
Ericentrodea
Erigeron
Eriocaulon
Eriochloa
Eriochrysis
Erioneuron
Eriope
Eriopsis
Eriosema
Eriotheca
Erisma
Ertela
Erycina
Eryngium
Erythranthe
Erythrina
Erythrochiton
Erythroxylum
Escallonia
Eschweilera
Escobedia
Esenbeckia
Espostoa
Esterhazya
Eucharis
Eugenia
Euglypha
Eulophia
Eumachia
Euphorbia
Euphrasia
Euplassa
Euploca
Eupodium
Eurystyles
Eustachys
Eustephia
Euterpe
Evodianthus
Evolvulus
Excentradenia
Exhalimolobos
Exostema
Exostigma
Fabiana
Facelis
Faramea
Ferdinandusa
Fernandezia
Festuca
Fevillea
Ficus
Fiebrigiella
Fimbristylis
Fischeria
Fittonia
Flaveria
Fleischmannia
Floscopa
Flourensia
Forsteronia
Fosterella
Fragaria
Frailea
Frankenia
Freziera
Fridericia
Froelichia
Frondaria
Fuchsia
Fuertesimalva
Fuirena
Funastrum
Furcraea
Fusaea
Gaga
Gaiadendron
Galactia
Galactodenia
Galactophora
Galeandra
Galeottia
Galianthe
Galinsoga
Galipea
Galium
Gallesia
Galphimia
Gamochaeta
Garcilassa
Garcinia
Gasteranthus
Gaultheria
Gaya
Gaylussacia
Geissanthus
Geissospermum
Gelasine
Genipa
Genlisea
Gentiana
Gentianella
Geoffroea
Geogenanthus
Geonoma
Geophila
Geranium
Gerritea
Geum
Gibasis
Gilia
Gitara
Glandularia
Gleditsia
Gleichenella
Glinus
Gloeospermum
Glossoloma
Gloxinia
Glyceria
Glycydendron
Gnaphalium
Gnetum
Gochnatia
Godmania
Godoya
Goeppertia
Gomesa
Gomphichis
Gomphrena
Gongora
Gonolobus
Gonzalagunia
Gordonia
Gorgonidium
Gouania
Gouinia
Goupia
Govenia
Grabowskia
Graffenrieda
Grammitis
Gratiola
Greigia
Grindelia
Guadua
Guapira
Guarea
Guatteria
Guazuma
Guettarda
Guibourtia
Guilleminea
Gunnera
Gurania
Gustavia
Gutierrezia
Guzmania
Gymnanthemum
Gymnanthes
Gymneia
Gymnocalycium
Gymnocoronis
Gymnogramma
Gymnophyton
Gymnopogon
Gymnosiphon
Gynerium
Gynoxys
Gyptis
Habenaria
Habranthus
Hackelia
Hagenbachia
Halenia
Hamelia
Hancornia
Handroanthus
Hapalorchis
Haplopappus
Harpalyce
Harperocallis
Harrisia
Hasseltia
Haydenoxylon
Hebanthe
Hebecarpa
Hebeclinium
Hebepetalum
Hecistopteris
Hedeoma
Hedyosmum
Hedyotis
Heimia
Heisteria
Helanthium
Helia
Heliconia
Helicostylis
Helicteres
Helictotrichon
Helietta
Heliocarpus
Heliopsis
Heliotropium
Helogyne
Helosis
Hemidictyum
Hemionitis
Hemipogon
Hemiscola
Henriettea
Herbertia
Herissantia
Herniaria
Herpetacanthus
Herrania
Herreria
Hesperomeles
Hesperoxiphion
Heteranthera
Heterocondylus
Heterophyllaea
Heteropsis
Heteropterys
Heterosperma
Hevea
Hexasepalum
Hibiscus
Hieracium
Hieronyma
Hieronymiella
Hieronymusia
Hildaea
Hilleria
Hillia
Himatanthus
Hippeastrum
Hippocratea
Hiraea
Hirtella
Histiopteris
Hoffmannia
Hoffmannseggia
Hofmeisterella
Holmbergia
Holocalyx
Holocheilus
Homalium
Homalolepis
Homolepis
Hordeum
Hortia
Houlletia
Huberodendron
Humiria
Humiriastrum
Huntleya
Hura
Hyalis
Hyaloseris
Hybanthus
Hydrangea
Hydrochorea
Hydrocleys
Hydrocotyle
Hydrolea
Hygrophila
Hylaeanthe
Hylenaea
Hymenachne
Hymenaea
Hymenasplenium
Hymenolobium
Hymenophyllum
Hymenopus
Hymenoxys
Hyospathe
Hyparrhenia
Hypenia
Hyperbaena
Hypericum
Hypochaeris
Hypolepis
Hypolytrum
Hypoxis
Hypseocharis
Hyptidendron
Hyptis
Hysterionica
Ibatia
Ibicella
Ichnanthus
Ichthyothere
Idiothamnus
Ilex
Imperata
Indigofera
Inga
Inulopsis
Iochroma
Ionopsis
Ipomoea
Ipomopsis
Iresine
Iriartea
Iriartella
Iryanthera
Isachne
Ischnosiphon
Isertia
Isochilus
Isoetes
Isolepis
Isostigma
Ixophorus
Ixora
Ixyophora
Izozogia
Jaborosa
Jacaranda
Jacaratia
Jacquemontia
Jacquiniella
Jaegeria
Jalcophila
Jaltomata
Jamesonia
Janusia
Jarava
Jatropha
Jobinia
Jodina
Joosia
Juanulloa
Juglans
Juncus
Junellia
Jungia
Justicia
Kageneckia
Kallstroemia
Kaunia
Kefersteinia
Kentrothamnus
Kielmeyera
Kimnachia
Klaprothia
Klarobelia
Koanophyllon
Koeberlinia
Koeleria
Koellensteinia
Koernickanthe
Kraenzlinella
Krameria
Krapovickasia
Kutchubaea
Kyllinga
Lachemilla
Lachesiodendron
Lachnagrostis
Lacistema
Lacmellea
Lacunaria
Ladenbergia
Laelia
Laennecia
Laestadia
Laetia
Lafoensia
Lagascea
Lagenocarpus
Lampayo
Langsdorffia
Lankesterella
Lantana
Larrea
Lasiacis
Lastreopsis
Lathyrus
Laubertia
Laxoplumeria
Lecointea
Lecythis
Leersia
Leiothrix
Lellingeria
Lemna
Leonia
Lepanthes
Lepanthopsis
Lepechinia
Lepidagathis
Lepidaploa
Lepidium
Lepismium
Leptobalanus
Leptochloa
Leptolobium
Leptospron
Leptostelma
Leretia
Lessingianthus
Lethia
Leucheria
Leucocarpus
Leucochloron
Liabum
Libertia
Libidibia
Licania
Licaria
Ligaria
Lilaea
Lilaeopsis
Limnobium
Limnocharis
Limnophila
Limnosipanea
Lindackeria
Lindernia
Lindsaea
Linum
Liparis
Lippia
Lissocarpa
Lithachne
Lithraea
Llagunoa
Llerasia
Lobelia
Lobivia
Lockhartia
Lomaria
Lomaridium
Lomariocycas
Lomariopsis
Lonchitis
Lonchocarpus
Lophopappus
Lophophytum
Lophopterys
Lophosoria
Lophostigma
Lorentzianthus
Loricaria
Loudetia
Loudetiopsis
Louisiella
Lourtella
Loxopterygium
Loxsomopsis
Lozanella
Lucilia
Ludwigia
Lueckelia
Luehea
Lueheopsis
Luetzelburgia
Luffa
Lunania
Lundia
Lupinus
Luziola
Luzula
Lycaste
Lycianthes
Lycium
Lycopodiella
Lycopodium
Lycoseris
Lygodium
Lymanbensonia
Lysipomia
Lythrum
Mabea
Macairea
Macbrideina
Machaerium
Machaonia
Macleania
Maclura
Macoubea
Macradenia
Macrocarpaea
Macroclinium
Macrocnemum
Macrolobium
Macropharynx
Macroptilium
Macroscepis
Magnolia
Magonia
Magoniella
Maihueniopsis
Malachra
Malanea
Malaxis
Malouetia
Malvastrum
Malvaviscus
Malvella
Manaosella
Mancoa
Mandevilla
Mandirola
Manettia
Manihot
Manilkara
Mansoa
Maprounea
Maquira
Maranta
Marcgravia
Marcgraviastrum
Margaritaria
Margyricarpus
Marila
Maripa
Markea
Marlierea
Marsdenia
Marsilea
Marsypianthes
Martinella
Martiodendron
Mascagnia
Masdevallia
Mastigostyla
Matayba
Matelea
Matisia
Matourea
Mauria
Mauritia
Mauritiella
Maxillaria
Mayaca
Mayna
Maytenus
Mecardonia
Medusantha
Megalastrum
Melanthera
Melica
Melicoccus
Melidiscus
Meliosma
Melochia
Melothria
Melpomene
Mendoncia
Menodora
Mentzelia
Meriania
Merostachys
Mesadenella
Mesechites
Mesosetum
Mesosphaerum
Metastelma
Metaxya
Metrodorea
Mezia
Mezilaurus
Mezobromelia
Mickelia
Miconia
Micranthemum
Microchilus
Microchloa
Microdesmia
Microgramma
Microliabum
Microlicia
Microlobius
Micropholis
Microstachys
Microsteris
Microtea
Mikania
Milleria
Miltoniopsis
Mimosa
Mimozyganthus
Minaria
Minquartia
Minthostachys
Mionandra
Mirabilis
Misbrookea
Mitracarpus
Mitreola
Mnesithea
Mniodes
Modiola
Modiolastrum
Mollia
Mollinedia
Mollugo
Monnina
Monopyle
Monotagma
Monstera
Monteverdia
Montia
Montiopsis
Montrichardia
Monvillea
Moquilea
Moquiniastrum
Moranopteris
Morella
Morisonia
Mormodes
Moronobea
Morus
Mosannona
Mostacillastrum
Mourera
Mouriri
Moutabea
Mucuna
Muehlenbeckia
Muellera
Muhlenbergia
Mulguraea
Mulinum
Munnozia
Munroa
Muntingia
Murdannia
Muscarella
Mutisia
Mycopteris
Myoxanthus
Myracrodruon
Myrcia
Myrcianthes
Myrciaria
Myriocarpa
Myriophyllum
Myriopteris
Myrocarpus
Myrosma
Myrosmodes
Myroxylon
Myrrhinium
Myrsine
Myrteola
Najas
Nama
Napeanthus
Nasa
Nassauvia
Nassella
Nasturtium
Naucleopsis
Nautilocalyx
Nealchornea
Nectandra
Neea
Nemaconia
Neobartsia
Neoblechnum
Neocuatrecasia
Neoraimondia
Neoraputia
Neowerdermannia
Nephradenia
Nephrolepis
Neptunia
Nertera
Neuontobotrys
Neurolaena
Nicandra
Nicotiana
Nidema
Niedenzuella
Nierembergia
Niphidium
Niphogeton
Nissolia
Norantea
Nordenstamia
Noterophila
Notholaena
Nothoschkuhria
Nothoscordum
Nothotalisia
Noticastrum
Notopleura
Nototriche
Notylia
Novenia
Nymphaea
Nymphoides
Oblivia
Ocellochloa
Ochoterenaea
Ochroma
Ochthocosmus
Ochyrella
Ocimum
Ocotea
Octomeria
Ocyroe
Odonellia
Odontadenia
Odontocarya
Odontoglossum
Odontorrhynchus
Oenocarpus
Oenothera
Oleandra
Olfersia
Oliveriana
Olsynium
Olyra
Ombrophytum
Omphalea
Oncidium
Onoseris
Onychopetalum
Oocephalus
Operculina
Ophioglossum
Ophryosporus
Oplismenus
Oplonia
Opuntia
Oreithales
Oreobolopsis
Oreobolus
Oreocereus
Oreomyrrhis
Oreopanax
Oriastrum
Orites
Oritrophium
Orleanesia
Ormopteris
Ormosia
Ornithocephalus
Orthaea
Orthoclada
Orthomene
Orthopappus
Orthosia
Orthrosanthus
Oryctanthus
Oryza
Osmorhiza
Osmunda
Osteophloeum
Otachyrium
Otholobium
Otoba
Otoglossum
Ouratea
Ourisia
Ovidia
Oxalis
Oxandra
Oxybasis
Oxychloe
Oxypetalum
Oyedaea
Oziroe
Pabstiella
Pachira
Pachyptera
Pachystachys
Pachystroma
Pacouria
Pacourina
Paederia
Paepalanthus
Paesia
Pagamea
Palhinhaea
Palicourea
Palmorchis
Pamianthe
Panicum
Panopsis
Paphinia
Pappophorum
Pappostipa
Parablechnum
Paracalia
Paradrymonia
Parahancornia
Parajubaea
Paramongaia
Paranephelius
Parapiptadenia
Parapolystichum
Paraselinum
Parasenegalia
Parastrephia
Paratheria
Parathesis
Pariana
Parinari
Parkia
Parkinsonia
Parodia
Parodiodendron
Parodiolyra
Parodiophyllochloa
Paronychia
Parthenium
Pascalia
Paspalum
Passiflora
Passovia
Patosia
Paullinia
Pausandra
Pavonia
Paypayrola
Pearcea
Pecluma
Pectis
Pectocarya
Pedersenia
Peixotoa
Pelexia
Pellaea
Peltaea
Peltanthera
Peltogyne
Peltophorum
Pennellia
Pentacalia
Pentaplaris
Peperomia
Peplonia
Pera
Perama
Perebea
Pereskia
Perezia
Periandra
Perianthomega
Peristeria
Peritassa
Pernettya
Perrottetia
Persea
Persicaria
Petalostelma
Petiveria
Petrea
Petunia
Peyritschia
Pfaffia
Pfeiffera
Phacelia
Phalaris
Phalocallis
Pharus
Phaseolus
Phemeranthus
Phenakospermum
Phenax
Philibertia
Philodendron
Philoglossa
Phlebodium
Phlegmariurus
Phloeophila
Phoradendron
Phragmipedium
Phragmites
Phyla
Phyllanthus
Phyllonoma
Phylloscirpus
Phyllostylon
Physalis
Physaria
Physocalymma
Physostemon
Phytelephas
Phytolacca
Picramnia
Picrasma
Picrosia
Pilea
Pilocarpus
Pilostyles
Pilularia
Pimenta
Pimentelia
Pineda
Pinguicula
Pinzona
Piper
Piptadenia
Piptadeniopsis
Piptocarpha
Piptochaetium
Piriqueta
Pisonia
Pisoniella
Pistia
Pitcairnia
Pityrocarpa
Pityrogramma
Plagiobothrys
Plagiocheilus
Plagiogyria
Plantago
Plathymenia
Platycerium
Platycyamus
Platymiscium
Platypodium
Platystele
Plazia
Plectrophora
Plenckia
Pleonotoma
Pleopeltis
Pleradenophora
Pleroma
Pleuropetalum
Pleurophora
Pleurostachys
Pleurothallis
Pleurothallopsis
Pleurothyrium
Pluchea
Plukenetia
Poa
Podandrogyne
Podocarpus
Podocoma
Poecilanthe
Poeppigia
Pogonophora
Pogonopus
Poincianella
Poiretia
Poissonia
Polyanthina
Polybotrya
Polycarpaea
Polycarpon
Polyclita
Polycycnis
Polygala
Polygonum
Polylepis
Polyphlebium
Polypodium
Polypogon
Polypsecadium
Polystachya
Polystichum
Polytaenium
Pombalia
Pontederia
Ponthieva
Porcelia
Porlieria
Porophyllum
Porroglossum
Portulaca
Posoqueria
Potalia
Potamogeton
Potentilla
Poteranthera
Poulsenia
Pourouma
Pouteria
Pouzolzia
Praecereus
Pranceacanthus
Praxeliopsis
Praxelis
Prescottia
Preslianthus
Prestoea
Prestonia
Priogymnanthus
Prionostemma
Pristimera
Priva
Prockia
Prosopanche
Prosopis
Prosthechea
Protium
Protoschwenkia
Proustia
Prumnopitys
Prunus
Psammisia
Pseudabutilon
Pseudananas
Pseudechinolaena
Pseudelephantopus
Pseuderanthemum
Pseudima
Pseudobombax
Pseudocentrum
Pseudoconyza
Pseudognaphalium
Pseudogynoxys
Pseudolmedia
Pseudolycopodiella
Pseudomalmea
Pseudonoseris
Pseudopiptadenia
Pseudosamanea
Pseudosenegalia
Pseudoxandra
Psidium
Psiguria
Psilochilus
Psilotum
Psittacanthus
Psychopsis
Psychotria
Pterandra
Pterichis
Pteridium
Pteris
Pterocarpus
Pterocaulon
Pterodon
Pterogastra
Pteroglossa
Pterogyne
Pterolepis
Pteropepon
Pterygota
Ptilochaeta
Puccinellia
Pulchranthus
Puna
Puya
Pycnophyllopsis
Pycnophyllum
Pyrolirion
Pyrostegia
Qualea
Quararibea
Quechualia
Quekettia
Quiabentia
Quiina
Quinchamalium
Racinaea
Raddiella
Radiovittaria
Randia
Ranunculus
Rapatea
Raputia
Rauia
Raulinoreitzia
Rauvolfia
Rebutia
Recordia
Reichenbachia
Remijia
Renealmia
Restrepia
Retrophyllum
Rhabdadenia
Rhamnidium
Rhamnus
Rheedia
Rhipidocladum
Rhipsalis
Rhodocalyx
Rhodospatha
Rhodostemonodaphne
Rhynchanthera
Rhynchosia
Rhynchosida
Rhynchospora
Rhysolepis
Rhytachne
Ribes
Richardia
Richeria
Riencourtia
Rinorea
Rinoreocarpus
Rivina
Rodriguezia
Rojasia
Rolandra
Romanoa
Ronabea
Rorippa
Rosenbergiodendron
Rotala
Roucheria
Roupala
Rourea
Ruagea
Rubus
Rudgea
Ruellia
Rugoloa
Ruizodendron
Ruizterania
Rumex
Rumohra
Ruppia
Ruprechtia
Rusbya
Ruyschia
Ryania
Sabicea
Saccharum
Sacciolepis
Saccoloma
Sacoglottis
Sacoila
Sageretia
Sagittaria
Sagotia
Salacia
Salix
Salmea
Salpichlaena
Salpichroa
Salpinga
Salta
Salvertia
Salvia
Salvinia
Samaipaticereus
Samanea
Sambucus
Samolus
Sanchezia
Sandemania
Sanderella
Sanicula
Sanvitalia
Sapindus
Sapium
Saracha
Sarcaulus
Sarcocornia
Sarcoglottis
Sarcopera
Sarcotoxicum
Satyria
Saurauia
Sauroglossum
Sauvagesia
Savia
Saxifraga
Scaphispatha
Scaphosepalum
Scaphyglottis
Scelochilus
Schaefferia
Schickendantziella
Schiekia
Schindleria
Schinopsis
Schinus
Schistocarpha
Schizachyrium
Schizaea
Schizocalyx
Schizolobium
Schkuhria
Schlimmia
Schnella
Schoenobiblus
Schoenoplectus
Schoepfia
Schradera
Schubertia
Schultesia
Schwartzia
Schwenckia
Sciadotenia
Sciodaphyllum
Scirpus
Scleria
Scoparia
Scutellaria
Scutia
Scyphostelma
Sebastiania
Secondatia
Securidaca
Sedum
Seegeriella
Seemannia
Seguieria
Selaginella
Selenicereus
Senecio
Senegalia
Senna
Serjania
Serpocaulon
Sesbania
Sessea
Sesuvium
Setaria
Sibthorpia
Sicydium
Sicyos
Sida
Sidastrum
Sideroxylon
Sievekingia
Sigesbeckia
Silene
Simaba
Simarouba
Simira
Simsia
Sinningia
Siolmatra
Sipanea
Siparuna
Siphanthera
Siphocampylus
Siphonandra
Siphoneugena
Sisyrinchium
Sloanea
Smallanthus
Smilax
Sobralia
Socratea
Soemmeringia
Sohnreyia
Solandra
Solanum
Solenidium
Solenocentrum
Solidago
Soliva
Sorghastrum
Sorocea
Souroubea
Spananthe
Sparattanthelium
Sparattosperma
Spathantheum
Spathicarpa
Specklinia
Spergula
Spergularia
Spermacoce
Sphaeradenia
Sphaeralcea
Sphaereupatorium
Sphaeropteris
Sphagneticola
